ID_Equipo,Costo_Mantenimiento,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision,Total_Horas_Operativas,Horas_Operativas_Anomala,Costo_Mantenimiento_Anomalo
224,60614.59,Compresor,ABB,M400,3026,7817,553517.0,False,False
225,157506.35,Transformador,GE,Z300,273,5228,713616.0,False,False
226,86094.45,Motor,Schneider,Z300,849,4993,794157.0,False,False
227,41036.89,Motor,Schneider,Y200,3078,6083,973483.0,False,True
228,65429.28,Compresor,ABB,M400,1906,7440,631612.0,False,False
229,87805.23,Transformador,Siemens,Y200,3717,8239,1642843.0,True,False
230,121634.655,Motor,Schneider,X100,146,1520,835729.0,False,False
231,79385.69,Transformador,GE,Z300,2049,8006,897484.0,False,False
232,124839.50499999999,Compresor,ABB,M400,1536,9026,896802.0,False,False
233,62261.5,Motor,Siemens,X100,1813,8953,1004476.0,False,False
234,76524.96,Transformador,ABB,Z300,153,9448,890288.0,False,False
235,128251.02,Compresor,GE,X100,3358,5854,1104301.0,False,False
236,76618.88,Generador,GE,Y200,2686,2706,766067.0,False,False
237,103271.705,Compresor,Schneider,X100,972,6962,761078.0,False,False
238,94244.65000000001,Compresor,Siemens,Y200,4764,8757,1119840.0,False,False
239,92355.84,Motor,Schneider,Y200,2638,4881,839949.0,False,False
240,82460.22,Motor,ABB,Z300,443,5589,864448.0,False,False
241,95601.26,Generador,ABB,Y200,2240,1919,1101774.0,False,False
242,45593.64,Transformador,ABB,Z300,4226,9020,512815.0,False,False
243,71552.96,Motor,Schneider,X100,4848,9993,984285.3276785715,False,False
244,79649.91,Generador,Siemens,Z300,871,2608,1301464.0,False,False
245,125940.47,Generador,Siemens,Z300,1235,1305,1163237.0,False,False
246,73940.35,Motor,ABB,M400,1137,1448,1283125.0,False,False
247,115691.45999999999,Motor,Schneider,X100,4428,833,808146.0,False,False
248,96799.11,Compresor,Siemens,Z300,4947,9556,1083357.3276785715,False,False
249,136812.09,Generador,Schneider,M400,2546,6326,1059339.0,False,False
250,110882.43000000001,Compresor,GE,M400,4033,564,943940.0,False,False
251,103008.52,Generador,Siemens,M400,2742,889,661556.0,False,False
252,100033.18,Generador,Schneider,Z300,2071,6710,735399.0,False,False
253,75742.91,Compresor,ABB,M400,2143,7863,890164.0,False,False
254,137085.625,Compresor,GE,Z300,1514,9851,773403.0,False,False
255,116237.83,Motor,Siemens,X100,703,867,1035403.0,False,False
256,99819.94499999999,Compresor,Siemens,X100,799,7509,882024.3276785715,False,False
257,86152.62,Transformador,Schneider,X100,248,830,743726.0,False,False
258,91889.98,Motor,ABB,Z300,360,2487,891051.0,False,False
259,132287.88,Motor,ABB,M400,2940,8145,745175.0,False,False
260,86840.35,Transformador,ABB,X100,2386,4700,744725.0,False,False
261,74754.195,Compresor,ABB,X100,810,9397,563017.0,False,False
262,97090.37,Compresor,Schneider,X100,3255,618,789488.0,False,False
263,115917.99,Generador,Siemens,Z300,4992,1470,691357.0,False,False
264,79852.65,Transformador,GE,Y200,2275,7318,1043657.0,False,False
265,58094.06,Transformador,Siemens,X100,704,4880,494014.0,False,False
266,114087.87,Generador,ABB,Y200,4002,1316,740481.0,False,False
267,84268.06999999999,Motor,Schneider,X100,3606,6806,727527.0,False,False
268,128216.95999999999,Transformador,GE,M400,404,9327,878192.0,False,False
269,137463.46,Transformador,Siemens,Z300,1685,2841,617051.0,False,False
270,109614.75,Generador,ABB,Z300,4497,2935,1202938.0,False,False
271,73429.22,Transformador,ABB,M400,564,3573,587969.0,False,False
272,58481.46,Transformador,ABB,Y200,4997,9909,1076574.3276785715,False,False
273,83579.08,Motor,ABB,X100,1609,1806,929374.0,False,False
274,71822.86,Motor,Schneider,Z300,4700,8292,1079423.3276785715,False,False
275,116093.41,Motor,Siemens,X100,3117,5202,766961.0,False,False
276,75630.25,Compresor,ABB,Z300,274,3752,996725.0,False,False
277,83861.24,Compresor,Schneider,X100,3449,5945,1369898.0,False,False
278,134831.54,Compresor,Schneider,Z300,983,6741,883841.0,False,False
279,87834.19,Generador,Schneider,X100,2271,4505,1165523.0,False,False
280,101475.47,Transformador,GE,Z300,2995,7065,976694.0,False,False
281,161622.62,Compresor,Schneider,Y200,1625,8994,863952.0,False,False
282,83252.68,Motor,Siemens,Y200,4728,4546,1086357.0,False,False
283,156765.24,Compresor,GE,Z300,2053,697,1306755.3276785715,False,False
284,139961.18,Motor,Siemens,X100,3011,4356,953665.0,False,False
285,98466.13,Generador,GE,M400,2929,3211,618811.0,False,False
286,131477.74,Motor,Siemens,M400,1065,8154,908682.0,False,False
287,76995.82,Motor,Siemens,X100,4225,9570,577091.0,False,False
288,105658.74,Generador,ABB,Z300,3630,3219,1004841.0,False,False
289,121883.23999999999,Motor,GE,Y200,1486,4287,1133361.0,False,False
290,100008.88,Motor,ABB,X100,2822,4972,1154158.0,False,False
291,104544.18000000001,Generador,Siemens,Z300,415,2875,741957.0,False,False
292,107428.86,Compresor,Siemens,Y200,4523,3104,1079744.0,False,False
293,119374.78,Generador,ABB,X100,3253,8365,959183.3276785715,False,False
294,81115.47,Motor,Schneider,Y200,4557,7797,692062.0,False,False
295,117183.37,Transformador,GE,Y200,2597,6403,899167.0,False,False
296,94478.51,Generador,Schneider,X100,2540,5638,1339927.0,False,False
297,96883.72,Generador,GE,X100,4779,1279,1174368.0,False,False
298,123768.47,Transformador,GE,M400,4080,6337,1108711.0,False,False
299,122225.61,Generador,ABB,M400,3679,7997,1309993.0,False,False
300,92143.49,Generador,ABB,Z300,2725,1717,864191.0,False,False
301,122293.9,Generador,GE,Y200,1995,8321,732730.0,False,False
302,89473.05,Transformador,Schneider,Z300,2985,8001,1220536.0,False,False
303,106790.56,Generador,ABB,Y200,2510,7836,1154387.0,False,False
304,73739.035,Generador,GE,Z300,3612,5298,479696.0,False,False
305,105004.3,Transformador,Siemens,M400,2543,7892,996846.0,False,False
306,95111.13,Transformador,GE,X100,392,7449,833897.0,False,False
307,85237.38,Motor,GE,M400,725,9579,1049308.0,False,False
308,74693.62,Transformador,Siemens,Y200,3308,9547,988573.0,False,False
309,103356.79000000001,Transformador,ABB,Y200,3745,1738,968153.0,False,False
310,77001.71,Compresor,Siemens,Z300,4734,7311,616392.0,False,False
311,142224.39,Motor,ABB,Y200,2158,1161,871625.3276785715,False,False
312,141651.82,Transformador,ABB,Z300,3221,2934,1089332.3276785715,False,False
313,73090.88,Motor,GE,X100,1772,4897,1020838.0,False,False
314,37475.71,Compresor,GE,Y200,3517,9243,552729.0,False,True
315,126646.2,Transformador,ABB,M400,2010,832,886359.0,False,False
316,77261.995,Motor,Schneider,M400,4059,9290,359474.0,True,False
317,87963.645,Transformador,ABB,Z300,3527,5095,914187.0,False,False
318,93979.04000000001,Generador,GE,M400,1132,5724,464061.0,False,False
319,166003.145,Motor,Schneider,Y200,2933,7035,842226.0,False,True
320,114896.13,Generador,ABB,M400,527,1247,953555.0,False,False
321,82890.04,Compresor,ABB,Y200,2180,8230,879243.0,False,False
322,81242.6,Generador,Schneider,M400,1416,678,573355.0,False,False
323,119244.46,Motor,Schneider,Z300,4993,3431,1136039.655357143,False,False
324,94279.77,Generador,ABB,Y200,3715,6374,634831.0,False,False
325,75483.76,Generador,GE,Z300,3334,7123,1259744.0,False,False
326,89288.55,Compresor,Schneider,Z300,4175,3880,684670.0,False,False
327,116447.76,Generador,Siemens,Z300,2677,3836,753445.0,False,False
328,97251.23,Motor,Schneider,Y200,4403,6038,775532.0,False,False
329,119869.84,Generador,ABB,Y200,4035,7846,838099.0,False,False
330,50785.44,Compresor,GE,X100,1603,7454,939881.0,False,False
331,102944.08,Generador,GE,Y200,4072,9881,739953.0,False,False
332,117499.46,Compresor,ABB,X100,4142,8504,1300727.0,False,False
333,88967.26,Motor,Siemens,Z300,2193,5343,1519219.0,False,False
334,136476.4,Compresor,GE,Z300,2181,1478,972847.0,False,False
335,141404.46,Compresor,GE,M400,3590,1382,857396.0,False,False
336,117347.54000000001,Compresor,Schneider,X100,628,3186,951814.0,False,False
337,99843.77,Generador,Schneider,M400,4744,9776,532638.3276785715,False,False
338,81340.56,Transformador,Schneider,Y200,2887,4476,375219.0,True,False
339,93739.99,Transformador,GE,Z300,695,6535,1199689.0,False,False
340,93238.47,Generador,Siemens,M400,2166,3098,975357.0,False,False
341,84530.13,Compresor,ABB,M400,3762,7960,803965.0,False,False
342,87712.39,Motor,Siemens,M400,3568,9254,903314.0,False,False
343,157618.455,Motor,Siemens,M400,3706,3434,831295.0,False,False
344,144103.38,Compresor,GE,Z300,3584,666,959216.0,False,False
345,99302.245,Compresor,GE,Z300,1780,858,1204384.0,False,False
346,105010.49,Generador,Siemens,Y200,2975,3291,1334161.3276785715,False,False
347,100618.35,Compresor,ABB,Y200,1642,3922,636600.0,False,False
348,119525.295,Compresor,Siemens,Y200,257,8826,872099.0,False,False
349,97658.58,Motor,Schneider,Z300,3360,6980,1003150.0,False,False
350,65834.19,Transformador,GE,Y200,2468,525,548559.0,False,False
351,83925.85,Motor,GE,Z300,1847,6908,683471.0,False,False
352,88829.05,Motor,GE,Y200,4181,7346,774322.0,False,False
353,107645.085,Transformador,GE,Z300,197,2270,886550.0,False,False
354,91540.33,Compresor,Schneider,Z300,4929,9926,756800.0,False,False
355,61209.61,Generador,GE,X100,79,2171,1005941.3276785715,False,False
356,152601.23,Transformador,ABB,Y200,474,6101,828842.0,False,False
357,100969.07,Compresor,Siemens,X100,236,5502,1025595.0,False,False
358,92431.785,Generador,GE,M400,2877,1870,1063133.0,False,False
359,85904.98,Generador,Siemens,Y200,4212,9726,624221.0,False,False
360,125527.66,Transformador,Siemens,Y200,945,4231,554879.0,False,False
361,69946.93,Generador,GE,Y200,3234,8177,639406.0,False,False
362,100419.44,Generador,Schneider,Z300,2510,1313,1305090.0,False,False
363,82604.56999999999,Compresor,GE,Z300,1909,654,729064.0,False,False
364,89415.7,Transformador,GE,Z300,347,9303,701620.0,False,False
365,69104.01,Compresor,Schneider,X100,4324,8538,842960.0,False,False
366,100182.16,Motor,Siemens,M400,489,761,605042.0,False,False
367,89219.03,Transformador,ABB,Y200,2834,8094,1161136.0,False,False
368,93909.66,Generador,Siemens,Z300,423,6070,1543189.0,False,False
369,76547.0,Motor,Siemens,X100,256,2938,811655.0,False,False
370,63157.06,Motor,Siemens,Z300,2255,7027,1062870.0,False,False
371,135860.81,Generador,GE,Y200,3295,3697,576451.0,False,False
372,128869.92,Transformador,Schneider,M400,2001,7059,1120679.0,False,False
373,93546.98999999999,Transformador,GE,X100,3550,4054,707491.0,False,False
374,60253.27,Generador,Siemens,X100,2444,2146,1376004.0,False,False
375,116516.03,Generador,ABB,M400,254,5789,907083.0,False,False
376,120320.96,Generador,Siemens,Z300,1518,774,1359400.0,False,False
377,93564.09,Compresor,GE,Z300,222,9026,1041743.3276785715,False,False
378,99620.29000000001,Compresor,ABB,Y200,268,3021,1190703.0,False,False
379,126620.84,Compresor,GE,Y200,3097,7426,724841.0,False,False
380,74609.825,Transformador,ABB,X100,1776,6043,1057749.0,False,False
381,75930.055,Generador,GE,Z300,345,809,782756.0,False,False
382,70188.05,Generador,Schneider,X100,2760,2520,586809.0,False,False
383,88855.84,Generador,Siemens,Z300,260,1321,951358.0,False,False
384,105538.64,Motor,Siemens,M400,799,9921,625626.0,False,False
385,103370.59,Compresor,GE,X100,3264,4159,474162.0,False,False
386,69304.04,Generador,Siemens,Y200,3527,7833,1077107.0,False,False
387,98240.2,Compresor,GE,M400,4802,8492,1158247.0,False,False
388,71103.36,Transformador,ABB,Z300,1547,1783,815508.0,False,False
389,111347.59,Transformador,GE,Z300,2782,7482,714135.0,False,False
390,141114.64,Compresor,GE,M400,3127,7566,827966.0,False,False
391,43995.31,Motor,Siemens,M400,1403,5959,960614.0,False,True
392,86164.59,Transformador,GE,X100,355,6328,845071.0,False,False
393,155391.75,Generador,ABB,Y200,574,5064,1137738.0,False,False
394,129084.59,Compresor,Schneider,X100,3153,5280,623634.0,False,False
395,107356.57,Transformador,Siemens,Z300,4834,8894,776591.0,False,False
